Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
19072,Square Picnic Table,Metal,Metal,LEE RIDGE ROAD NW,6400,LEE RIDGE,Ward Karhiio,53.471367875796325,-113.4460449542742,"(53.471367875796325, -113.4460449542742)",POINT (-113.4460449542742 53.471367875796325)
15092,Square Picnic Table,Wood,Metal,127 STREET NW,5210,GRANDVIEW HEIGHTS,Ward papastew,53.498984773532186,-113.54650825138734,"(53.498984773532186, -113.54650825138734)",POINT (-113.54650825138734 53.498984773532186)
62216,Square Picnic Table,Metal,Metal,BORDEN PARK ROAD NW,1240,VIRGINIA PARK,Ward Metis,53.56292516925314,-113.45606510961443,"(53.56292516925314, -113.45606510961443)",POINT (-113.45606510961443 53.56292516925314)
83219,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.58464578681199,-113.3744514409765,"(53.58464578681199, -113.3744514409765)",POINT (-113.3744514409765 53.58464578681199)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.55390467884365,-113.38494800537524,"(53.55390467884365, -113.38494800537524)",POINT (-113.38494800537524 53.55390467884365)
12344,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53454878077522,-113.53922478133575,"(53.53454878077522, -113.53922478133575)",POINT (-113.53922478133575 53.53454878077522)
12059,Square Picnic Table,Wood,Aggregate,80 AVENUE NW,5330,QUEEN ALEXANDRA,Ward papastew,53.51656773381196,-113.51095539208144,"(53.51656773381196, -113.51095539208144)",POINT (-113.51095539208144 53.51656773381196)
305,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56225583729157,-113.45390729346498,"(53.56225583729157, -113.45390729346498)",POINT (-113.45390729346498 53.56225583729157)
6364,Square Picnic Table,Wood,Aggregate,32A AVENUE NW,5470,STEINHAUER,Ward Ipiihkoohkanipiaohtsi,53.46450649046311,-113.50481186176721,"(53.46450649046311, -113.50481186176721)",POINT (-113.50481186176721 53.46450649046311)
20167,Square Picnic Table,Wood,Aggregate,88 STREET NW,6492,MILL CREEK RAVINE SOUTH,Ward papastew,53.505025699140674,-113.46403967641888,"(53.505025699140674, -113.46403967641888)",POINT (-113.46403967641888 53.505025699140674)
12059,Square Picnic Table,Wood,Metal,80 AVENUE NW,5330,QUEEN ALEXANDRA,Ward papastew,53.51639000329406,-113.50983076031176,"(53.51639000329406, -113.50983076031176)",POINT (-113.50983076031176 53.51639000329406)
52304,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,Ward Karhiio,53.42887625471371,-113.45851388188345,"(53.42887625471371, -113.45851388188345)",POINT (-113.45851388188345 53.42887625471371)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.554759963090135,-113.38366890952848,"(53.554759963090135, -113.38366890952848)",POINT (-113.38366890952848 53.554759963090135)
20897,Square Picnic Table,Wood,Metal,101 STREET SW,6214,ELLERSLIE INDUSTRIAL,Ward Karhiio,53.411055823709965,-113.49120287793127,"(53.411055823709965, -113.49120287793127)",POINT (-113.49120287793127 53.411055823709965)
12182,Square Picnic Table,Wood,Metal,115 AVENUE NW,1230,SPRUCE AVENUE,Ward O-day'min,53.565634321864835,-113.49750518150071,"(53.565634321864835, -113.49750518150071)",POINT (-113.49750518150071 53.565634321864835)
4868,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.507164704038225,-113.62399798004512,"(53.507164704038225, -113.62399798004512)",POINT (-113.62399798004512 53.507164704038225)
5646,Square Picnic Table,Concrete,Concrete,139 STREET NW,3450,WOODCROFT,Ward Anirniq,53.56450288984654,-113.56205501158496,"(53.56450288984654, -113.56205501158496)",POINT (-113.56205501158496 53.56450288984654)
16794,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,4540,TERRA LOSA,Ward Nakota Isga,53.530036426760816,-113.62913828137265,"(53.530036426760816, -113.62913828137265)",POINT (-113.62913828137265 53.530036426760816)
8130,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,Ward O-day'min,53.561636443724595,-113.51446020166549,"(53.561636443724595, -113.51446020166549)",POINT (-113.51446020166549 53.561636443724595)
6334,Round Picnic Table,Wood,Wood,BEARSPAW DRIVE WEST NW,5050,BLACKMUD CREEK RAVINE,Ward Ipiihkoohkanipiaohtsi,53.44575564795992,-113.51226974748768,"(53.44575564795992, -113.51226974748768)",POINT (-113.51226974748768 53.44575564795992)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51077192500286,-113.54911683332658,"(53.51077192500286, -113.54911683332658)",POINT (-113.54911683332658 53.51077192500286)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52574150697093,-113.50632600324143,"(53.52574150697093, -113.50632600324143)",POINT (-113.50632600324143 53.52574150697093)
6308,Square Picnic Table,Wood,Metal,19 AVENUE NW,5250,KEHEEWIN,Ward Ipiihkoohkanipiaohtsi,53.448564487105635,-113.50268597869133,"(53.448564487105635, -113.50268597869133)",POINT (-113.50268597869133 53.448564487105635)
48819,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,Ward Anirniq,53.58654462936725,-113.51126915493889,"(53.58654462936725, -113.51126915493889)",POINT (-113.51126915493889 53.58654462936725)
6128,Square Picnic Table,Wood,Aggregate,KNOTTWOOD ROAD SOUTH NW,6450,MENISA,Ward Karhiio,53.44241723709516,-113.44765141954692,"(53.44241723709516, -113.44765141954692)",POINT (-113.44765141954692 53.44241723709516)
16759,Square Picnic Table,Wood,Metal,36A AVENUE NW,6790,WILD ROSE,Ward Sspomitapi,53.469764744642326,-113.3855177846569,"(53.469764744642326, -113.3855177846569)",POINT (-113.3855177846569 53.469764744642326)
20381,Round Picnic Table,Composite,Metal,93A AVENUE NW,6550,OTTEWELL,Ward Metis,53.530921343879356,-113.42424855688473,"(53.530921343879356, -113.42424855688473)",POINT (-113.42424855688473 53.530921343879356)
31911,Square Picnic Table,Wood,Metal,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.485254123449174,-113.55358529776942,"(53.485254123449174, -113.55358529776942)",POINT (-113.55358529776942 53.485254123449174)
6304,Square Picnic Table,Wood,Aggregate,19 AVENUE NW,5250,KEHEEWIN,Ward Ipiihkoohkanipiaohtsi,53.44926730019506,-113.51259435353872,"(53.44926730019506, -113.51259435353872)",POINT (-113.51259435353872 53.44926730019506)
7927,Square Picnic Table,Wood,Aggregate,82 STREET NW,6230,FOREST HEIGHTS,Ward Metis,53.543991728107194,-113.45330303576253,"(53.543991728107194, -113.45330303576253)",POINT (-113.45330303576253 53.543991728107194)
5639,Round Picnic Table,Metal,Metal,162 AVENUE NW,3180,DUNLUCE,Ward Anirniq,53.621968026962094,-113.52797512897531,"(53.621968026962094, -113.52797512897531)",POINT (-113.52797512897531 53.621968026962094)
60113,Square Picnic Table,Metal,Metal,119 AVENUE NW,2010,ABBOTTSFIELD,Ward Metis,53.57294071698456,-113.38968762945458,"(53.57294071698456, -113.38968762945458)",POINT (-113.38968762945458 53.57294071698456)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52904784169553,-113.54662743125733,"(53.52904784169553, -113.54662743125733)",POINT (-113.54662743125733 53.52904784169553)
45950,Square Picnic Table,Composite,Metal,GOLDSTICK PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.54553955466483,-113.40303168345484,"(53.54553955466483, -113.40303168345484)",POINT (-113.40303168345484 53.54553955466483)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53464037849651,-113.52257135486397,"(53.53464037849651, -113.52257135486397)",POINT (-113.52257135486397 53.53464037849651)
45451,Other Table,Composite,Metal,GRANTHAM DRIVE NW,4720,GLASTONBURY,Ward sipiwiyiniwak,53.50569454784096,-113.67208253780672,"(53.50569454784096, -113.67208253780672)",POINT (-113.67208253780672 53.50569454784096)
23768,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.51118386746925,-113.54989449006575,"(53.51118386746925, -113.54989449006575)",POINT (-113.54989449006575 53.51118386746925)
94089,Square Picnic Table,Plastic,Metal,CAVANAGH DRIVE SW,5467,CAVANAGH,Ward Ipiihkoohkanipiaohtsi,53.40655525033296,-113.51357879722896,"(53.40655525033296, -113.51357879722896)",POINT (-113.51357879722896 53.40655525033296)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.55583606377976,-113.40656877819693,"(53.55583606377976, -113.40656877819693)",POINT (-113.40656877819693 53.55583606377976)
19218,Square Picnic Table,Wood,Aggregate,37 AVENUE NW,6700,STRATHCONA INDUSTRIAL PARK,Ward Karhiio,53.47303206250656,-113.46792095091403,"(53.47303206250656, -113.46792095091403)",POINT (-113.46792095091403 53.47303206250656)
1997,Square Picnic Table,Wood,Metal,50 STREET NW,6500,MILL WOODS GOLF COURSE,Ward Karhiio,53.48440966611645,-113.4199337684246,"(53.48440966611645, -113.4199337684246)",POINT (-113.4199337684246 53.48440966611645)
14241,Square Picnic Table,Wood,Metal,104 AVENUE NW,3440,WESTMOUNT,Ward O-day'min,53.54603391603455,-113.54097146265524,"(53.54603391603455, -113.54097146265524)",POINT (-113.54097146265524 53.54603391603455)
5646,Square Picnic Table,Wood,Metal,139 STREET NW,3450,WOODCROFT,Ward Anirniq,53.56232462346976,-113.56249008626168,"(53.56232462346976, -113.56249008626168)",POINT (-113.56249008626168 53.56232462346976)
4333,Square Picnic Table,Composite,Metal,136 STREET NW,3200,GLENORA,Ward Nakota Isga,53.54352932246543,-113.55614015686405,"(53.54352932246543, -113.55614015686405)",POINT (-113.55614015686405 53.54352932246543)
45451,Other Table,Composite,Metal,GRANTHAM DRIVE NW,4720,GLASTONBURY,Ward sipiwiyiniwak,53.50568403018203,-113.67244162774885,"(53.50568403018203, -113.67244162774885)",POINT (-113.67244162774885 53.50568403018203)
9135,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,3350,PRINCE CHARLES,Ward Anirniq,53.57469422415416,-113.53645887261422,"(53.57469422415416, -113.53645887261422)",POINT (-113.53645887261422 53.57469422415416)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52738564245587,-113.55233255645352,"(53.52738564245587, -113.55233255645352)",POINT (-113.55233255645352 53.52738564245587)
5763,Square Picnic Table,Wood,Aggregate,135 AVENUE NW,2290,GLENGARRY,Ward tastawiyiniwak,53.596271739892494,-113.47673852389727,"(53.596271739892494, -113.47673852389727)",POINT (-113.47673852389727 53.596271739892494)
36356,Square Picnic Table,Wood,Aggregate,101A AVENUE NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.543153415614825,-113.43432454236506,"(53.543153415614825, -113.43432454236506)",POINT (-113.43432454236506 53.543153415614825)
50604,Square Picnic Table,Wood,Metal,MELROSE PLACE SW,5452,MACEWAN,Ward Ipiihkoohkanipiaohtsi,53.43103558761325,-113.53154302520421,"(53.43103558761325, -113.53154302520421)",POINT (-113.53154302520421 53.43103558761325)
19425,Square Picnic Table,Metal,Metal,39A AVENUE NW,5020,ASPEN GARDENS,Ward papastew,53.474812113785525,-113.54266952461917,"(53.474812113785525, -113.54266952461917)",POINT (-113.54266952461917 53.474812113785525)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.529052291261394,-113.54659014150366,"(53.529052291261394, -113.54659014150366)",POINT (-113.54659014150366 53.529052291261394)
305,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56247881461694,-113.45318294150813,"(53.56247881461694, -113.45318294150813)",POINT (-113.45318294150813 53.56247881461694)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.5544329145408,-113.38452008486719,"(53.5544329145408, -113.38452008486719)",POINT (-113.38452008486719 53.5544329145408)
37441,Square Picnic Table,Wood,Wood,158 AVENUE NW,3470,CARLTON,Ward Anirniq,53.62004889711495,-113.55989110706675,"(53.62004889711495, -113.55989110706675)",POINT (-113.55989110706675 53.62004889711495)
4912,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4430,RIO TERRACE,Ward sipiwiyiniwak,53.50821401599486,-113.58958121941754,"(53.50821401599486, -113.58958121941754)",POINT (-113.58958121941754 53.50821401599486)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50955236281941,-113.55024512222064,"(53.50955236281941, -113.55024512222064)",POINT (-113.55024512222064 53.50955236281941)
20656,Other Table,Wood,Wood,105A AVENUE NW,6270,GOLD BAR,Ward Metis,53.54961260614446,-113.409191317323,"(53.54961260614446, -113.409191317323)",POINT (-113.409191317323 53.54961260614446)
19781,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.533379429122895,-113.53705862723541,"(53.533379429122895, -113.53705862723541)",POINT (-113.53705862723541 53.533379429122895)
88548,Square Picnic Table,Plastic,Metal,DESROCHERS BOULEVARD SW,5463,DESROCHERS AREA,Ward Ipiihkoohkanipiaohtsi,53.39901968338271,-113.54628019314735,"(53.39901968338271, -113.54628019314735)",POINT (-113.54628019314735 53.39901968338271)
24068,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52832652001264,-113.54124495300682,"(53.52832652001264, -113.54124495300682)",POINT (-113.54124495300682 53.52832652001264)
1425,Square Picnic Table,Composite,Metal,69 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.50605912841386,-113.62734773122816,"(53.50605912841386, -113.62734773122816)",POINT (-113.62734773122816 53.50605912841386)
8809,Square Picnic Table,Metal,Metal,94 STREET NW,2450,LAGO LINDO,Ward tastawiyiniwak,53.634562834737245,-113.48708602115889,"(53.634562834737245, -113.48708602115889)",POINT (-113.48708602115889 53.634562834737245)
96704,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.56122597974019,-113.42128408921754,"(53.56122597974019, -113.42128408921754)",POINT (-113.42128408921754 53.56122597974019)
21823,Square Picnic Table,Wood,Aggregate,23 AVENUE NW,6510,MILL WOODS PARK,Ward Karhiio,53.45515429952387,-113.43626616646543,"(53.45515429952387, -113.43626616646543)",POINT (-113.43626616646543 53.45515429952387)
12587,Square Picnic Table,Unknown,Unknown,93 STREET NW,1010,ALBERTA AVENUE,Ward Metis,53.57095000390388,-113.48380379135318,"(53.57095000390388, -113.48380379135318)",POINT (-113.48380379135318 53.57095000390388)
102024,Square Picnic Table,Plastic,Metal,SIR WINSTON CHURCHILL SQUARE NW,1090,DOWNTOWN,Ward O-day'min,53.54410414192678,-113.49005544208293,"(53.54410414192678, -113.49005544208293)",POINT (-113.49005544208293 53.54410414192678)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.555068638141336,-113.38491829988776,"(53.555068638141336, -113.38491829988776)",POINT (-113.38491829988776 53.555068638141336)
38608,Square Picnic Table,Wood,Metal,TOMLINSON COMMON NW,5640,TERWILLEGAR TOWNE,Ward pihesiwin,53.446857386665535,-113.58694689224579,"(53.446857386665535, -113.58694689224579)",POINT (-113.58694689224579 53.446857386665535)
4276,Square Picnic Table,Wood,Wood,MCQUEEN ROAD NW,3300,MCQUEEN,Ward Nakota Isga,53.55582752007503,-113.56821498136343,"(53.55582752007503, -113.56821498136343)",POINT (-113.56821498136343 53.55582752007503)
3293,Square Picnic Table,Wood,Metal,134 AVENUE NW,2710,SIFTON PARK,Ward Dene,53.59429714009019,-113.40987569982329,"(53.59429714009019, -113.40987569982329)",POINT (-113.40987569982329 53.59429714009019)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50886227908741,-113.55385371272565,"(53.50886227908741, -113.55385371272565)",POINT (-113.55385371272565 53.50886227908741)
4273,Square Picnic Table,Wood,Aggregate,109A AVENUE NW,3310,NORTH GLENORA,Ward Nakota Isga,53.55518301460811,-113.55723611422272,"(53.55518301460811, -113.55723611422272)",POINT (-113.55723611422272 53.55518301460811)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50999229079617,-113.55227679910637,"(53.50999229079617, -113.55227679910637)",POINT (-113.55227679910637 53.50999229079617)
108968,Square Picnic Table,Wood,Metal,HODGSON ROAD NW,5620,HODGSON,Ward pihesiwin,53.45872784091092,-113.55879507938933,"(53.45872784091092, -113.55879507938933)",POINT (-113.55879507938933 53.45872784091092)
39406,Square Picnic Table,Wood,Metal,73 AVENUE NW,5290,MCKERNAN,Ward papastew,53.511055322244005,-113.5190595316979,"(53.511055322244005, -113.5190595316979)",POINT (-113.5190595316979 53.511055322244005)
2099,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53287318302163,-113.51716389030324,"(53.53287318302163, -113.51716389030324)",POINT (-113.51716389030324 53.53287318302163)
15050,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,Ward papastew,53.505140371919715,-113.48413542352327,"(53.505140371919715, -113.48413542352327)",POINT (-113.48413542352327 53.505140371919715)
6102,Square Picnic Table,Wood,Aggregate,19A AVENUE NW,6460,MEYOKUMIN,Ward Karhiio,53.44996524148005,-113.42968087073905,"(53.44996524148005, -113.42968087073905)",POINT (-113.42968087073905 53.44996524148005)
25865,Square Picnic Table,Wood,Aggregate,GROAT ROAD NW,3381,RIVER VALLEY GLENORA,Ward Nakota Isga,53.539747792285524,-113.54056052978135,"(53.539747792285524, -113.54056052978135)",POINT (-113.54056052978135 53.539747792285524)
23313,Square Picnic Table,Concrete,Aggregate,53 AVENUE NW,5080,BRANDER GARDENS,Ward pihesiwin,53.491263635153686,-113.5768919353189,"(53.491263635153686, -113.5768919353189)",POINT (-113.5768919353189 53.491263635153686)
20775,Square Picnic Table,Wood,Aggregate,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.555686800577895,-113.38720688630036,"(53.555686800577895, -113.38720688630036)",POINT (-113.38720688630036 53.555686800577895)
3465,Round Picnic Table,Metal,Metal,99 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54404006869472,-113.48870132253373,"(53.54404006869472, -113.48870132253373)",POINT (-113.48870132253373 53.54404006869472)
71852,Square Picnic Table,Wood,Aggregate,WEBBER GREENS DRIVE NW,4740,WEBBER GREENS,Ward Nakota Isga,53.5289056463978,-113.68020360802676,"(53.5289056463978, -113.68020360802676)",POINT (-113.68020360802676 53.5289056463978)
3618,Square Picnic Table,Wood,Metal,23 STREET NW,2030,BANNERMAN,Ward Dene,53.60387861686252,-113.37879176128914,"(53.60387861686252, -113.37879176128914)",POINT (-113.37879176128914 53.60387861686252)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.50895377928018,-113.55303817074241,"(53.50895377928018, -113.55303817074241)",POINT (-113.55303817074241 53.50895377928018)
10787,Square Picnic Table,Unknown,Unknown,84 AVENUE NW,5200,GARNEAU,Ward papastew,53.519622691457194,-113.51439841881617,"(53.519622691457194, -113.51439841881617)",POINT (-113.51439841881617 53.519622691457194)
83218,Square Picnic Table,Wood,Metal,HERMITAGE PARK ROAD NW,2630,RIVER VALLEY HERMITAGE,Ward Dene,53.5836736774278,-113.37348025671366,"(53.5836736774278, -113.37348025671366)",POINT (-113.37348025671366 53.5836736774278)
11414,Square Picnic Table,Wood,Wood,80 AVENUE NW,4280,LYNNWOOD,Ward sipiwiyiniwak,53.51369814077395,-113.58839269991161,"(53.51369814077395, -113.58839269991161)",POINT (-113.58839269991161 53.51369814077395)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56189238549706,-113.45776499559317,"(53.56189238549706, -113.45776499559317)",POINT (-113.45776499559317 53.56189238549706)
8142,Square Picnic Table,Wood,Metal,101 AVENUE NW,1210,RIVERDALE,Ward O-day'min,53.54331547765341,-113.46801205701416,"(53.54331547765341, -113.46801205701416)",POINT (-113.46801205701416 53.54331547765341)
4253,Square Picnic Table,Unknown,Unknown,114 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56265396657623,-113.55867215020413,"(53.56265396657623, -113.55867215020413)",POINT (-113.55867215020413 53.56265396657623)
5094,Square Picnic Table,Wood,Aggregate,21 STREET NW,2280,FRASER,Ward Dene,53.61057713127567,-113.37278145862152,"(53.61057713127567, -113.37278145862152)",POINT (-113.37278145862152 53.61057713127567)
70692,Square Picnic Table,Wood,Wood,LEGER ROAD NW,5630,LEGER,Ward pihesiwin,53.46022232165499,-113.582614307841,"(53.46022232165499, -113.582614307841)",POINT (-113.582614307841 53.46022232165499)
25573,Square Picnic Table,Wood,Metal,66 STREET NW,2410,KILKENNY,Ward tastawiyiniwak,53.6072650622665,-113.4442517025345,"(53.6072650622665, -113.4442517025345)",POINT (-113.4442517025345 53.6072650622665)
18729,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,2550,MONTROSE,Ward Metis,53.57438625637967,-113.45117875724253,"(53.57438625637967, -113.45117875724253)",POINT (-113.45117875724253 53.57438625637967)
306,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56177830169065,-113.45525661741765,"(53.56177830169065, -113.45525661741765)",POINT (-113.45525661741765 53.56177830169065)
102024,Square Picnic Table,Unknown,Unknown,SIR WINSTON CHURCHILL SQUARE NW,1090,DOWNTOWN,Ward O-day'min,53.54399354175349,-113.48995388807155,"(53.54399354175349, -113.48995388807155)",POINT (-113.48995388807155 53.54399354175349)
13985,Square Picnic Table,Wood,Metal,ADA BOULEVARD NW,1190,RIVER VALLEY KINNAIRD,Ward Metis,53.55633426834899,-113.44981160326388,"(53.55633426834899, -113.44981160326388)",POINT (-113.44981160326388 53.55633426834899)
31910,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48515605112763,-113.55575972075508,"(53.48515605112763, -113.55575972075508)",POINT (-113.55575972075508 53.48515605112763)
34500,Square Picnic Table,Wood,Wood,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52689321649569,-113.55002165610453,"(53.52689321649569, -113.55002165610453)",POINT (-113.55002165610453 53.52689321649569)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.55464515361609,-113.38557558875732,"(53.55464515361609, -113.38557558875732)",POINT (-113.38557558875732 53.55464515361609)
4848,Square Picnic Table,Composite,Metal,114 STREET NW,5220,GREENFIELD,Ward papastew,53.47285136590264,-113.52600293405462,"(53.47285136590264, -113.52600293405462)",POINT (-113.52600293405462 53.47285136590264)
8650,Square Picnic Table,Wood,Aggregate,92 STREET NW,2290,GLENGARRY,Ward tastawiyiniwak,53.59565947131171,-113.48434737279538,"(53.59565947131171, -113.48434737279538)",POINT (-113.48434737279538 53.59565947131171)
34083,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,Ward Metis,53.538806485896444,-113.48200908572913,"(53.538806485896444, -113.48200908572913)",POINT (-113.48200908572913 53.538806485896444)
10701,Other Table,Composite,Metal,92 AVENUE NW,6040,BONNIE DOON,Ward Metis,53.52781259354089,-113.47067838149019,"(53.52781259354089, -113.47067838149019)",POINT (-113.47067838149019 53.52781259354089)
3607,Square Picnic Table,Wood,Aggregate,KIRKNESS ROAD NW,2430,KIRKNESS,Ward Dene,53.611786401353015,-113.3851644802323,"(53.611786401353015, -113.3851644802323)",POINT (-113.3851644802323 53.611786401353015)
9648,Square Picnic Table,Metal,Metal,109 AVENUE NW,1180,QUEEN MARY PARK,Ward O-day'min,53.55416060100579,-113.5237773832459,"(53.55416060100579, -113.5237773832459)",POINT (-113.5237773832459 53.55416060100579)
517,Round Picnic Table,Plastic,Metal,JASPER AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.54061700776951,-113.49170707177687,"(53.54061700776951, -113.49170707177687)",POINT (-113.49170707177687 53.54061700776951)
6375,Square Picnic Table,Wood,Aggregate,31 AVENUE NW,5490,SWEET GRASS,Ward Ipiihkoohkanipiaohtsi,53.46270053888593,-113.52969109141934,"(53.46270053888593, -113.52969109141934)",POINT (-113.52969109141934 53.46270053888593)
29685,Square Picnic Table,Wood,Metal,FOX DRIVE NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.503499323436436,-113.55708404238567,"(53.503499323436436, -113.55708404238567)",POINT (-113.55708404238567 53.503499323436436)
15698,Square Picnic Table,Wood,Aggregate,85 AVENUE NW,5480,STRATHCONA,Ward papastew,53.5212861785384,-113.49686467619102,"(53.5212861785384, -113.49686467619102)",POINT (-113.49686467619102 53.5212861785384)
22569,Square Picnic Table,Composite,Metal,69 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.50628318127935,-113.627868146429,"(53.50628318127935, -113.627868146429)",POINT (-113.627868146429 53.50628318127935)
27620,Square Picnic Table,Wood,Metal,GRIERSON HILL NW,1210,RIVERDALE,Ward O-day'min,53.540757964967284,-113.482122767991,"(53.540757964967284, -113.482122767991)",POINT (-113.482122767991 53.540757964967284)
4253,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.562917517789245,-113.55863385230577,"(53.562917517789245, -113.55863385230577)",POINT (-113.55863385230577 53.562917517789245)
73526,Other Table,Composite,Metal,FORT ROAD NW,2080,BELVEDERE,Ward Dene,53.585080783734725,-113.44201633014265,"(53.585080783734725, -113.44201633014265)",POINT (-113.44201633014265 53.585080783734725)
31806,Square Picnic Table,Wood,Wood,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52810395565561,-113.50542730557989,"(53.52810395565561, -113.50542730557989)",POINT (-113.50542730557989 53.52810395565561)
5875,Square Picnic Table,Wood,Aggregate,155 AVENUE NW,3320,OXFORD,Ward Anirniq,53.61777612571305,-113.54779104704848,"(53.61777612571305, -113.54779104704848)",POINT (-113.54779104704848 53.61777612571305)
24231,Square Picnic Table,Wood,Wood,HERMITAGE ROAD NW,2590,OVERLANDERS,Ward Dene,53.581877915549015,-113.39015376416941,"(53.581877915549015, -113.39015376416941)",POINT (-113.39015376416941 53.581877915549015)
